,105k,110k,115k,120k,125k,130k,132k,135k,137k,140k,142k,145k,147k,150k,152k,232k,235k,240k,242k,245k,247k,250k,252k,255k,257k,260k,262k,265k,267k,270k,272k,275k,277k,280k,282k,357k,362k,365k,367k,370k,372k,375k,380k,382k,385k,387k,390k,392k,395k,397k,400k,402k,405k,407k,410k,417k,422k,442k,457k,462k,467k,477k,480k,482k,485k,487k,490k,492k,495k,500k,505k,510k,515k,520k,525k,AVG
Jurisprudence (Avg: 0.222),0.23148148148148148,0.23148148148148148,0.2777777777777778,0.24074074074074073,0.25,0.2777777777777778,0.25925925925925924,0.23148148148148148,0.24074074074074073,0.25,0.23148148148148148,0.24074074074074073,0.2222222222222222,0.23148148148148148,0.23148148148148148,0.21296296296296297,0.2222222222222222,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.21296296296296297,0.2222222222222222,0.21296296296296297,0.2222222222222222,0.21296296296296297,0.21296296296296297,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.2222222222222222,0.2222222222222222,0.21296296296296297,0.21296296296296297,0.2222222222222222,0.2222222222222222,0.21296296296296297,0.21296296296296297,0.2222222222222222,0.21296296296296297,0.2222222222222222,0.21296296296296297,0.21296296296296297,0.2222222222222222,0.2222222222222222,0.21296296296296297,0.21296296296296297,0.21296296296296297,0.2218518518518518
Professional Psychology (Avg: 0.218),0.22058823529411764,0.21895424836601307,0.22058823529411764,0.23202614379084968,0.22549019607843138,0.23039215686274508,0.22875816993464052,0.2238562091503268,0.2173202614379085,0.22549019607843138,0.21241830065359477,0.22549019607843138,0.2173202614379085,0.2173202614379085,0.21895424836601307,0.2173202614379085,0.21895424836601307,0.21895424836601307,0.21895424836601307,0.2173202614379085,0.2173202614379085,0.21895424836601307,0.21895424836601307,0.21895424836601307,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.21568627450980393,0.21568627450980393,0.21895424836601307,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.21568627450980393,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.2173202614379085,0.21840958605664493
Moral Disputes (Avg: 0.215),0.2254335260115607,0.21965317919075145,0.2138728323699422,0.21676300578034682,0.2254335260115607,0.20520231213872833,0.22254335260115607,0.22832369942196531,0.22832369942196531,0.2254335260115607,0.22254335260115607,0.2254335260115607,0.2254335260115607,0.22254335260115607,0.21676300578034682,0.2138728323699422,0.21676300578034682,0.22254335260115607,0.21676300578034682,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.21098265895953758,0.21098265895953758,0.2138728323699422,0.21098265895953758,0.21098265895953758,0.20809248554913296,0.2138728323699422,0.21098265895953758,0.21098265895953758,0.21098265895953758,0.20809248554913296,0.21098265895953758,0.21098265895953758,0.21098265895953758,0.21098265895953758,0.21098265895953758,0.21098265895953758,0.21098265895953758,0.21098265895953758,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.21965317919075145,0.2138728323699422,0.2138728323699422,0.21676300578034682,0.2138728323699422,0.21676300578034682,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.2138728323699422,0.21502890173410408
Conceptual Physics (Avg: 0.214),0.26382978723404255,0.23829787234042554,0.251063829787234,0.251063829787234,0.23404255319148937,0.2553191489361702,0.23404255319148937,0.251063829787234,0.24680851063829787,0.251063829787234,0.22127659574468084,0.23404255319148937,0.251063829787234,0.2425531914893617,0.2425531914893617,0.20425531914893616,0.20425531914893616,0.20425531914893616,0.20425531914893616,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20425531914893616,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20851063829787234,0.20425531914893616,0.2170212765957447,0.2127659574468085,0.20851063829787234,0.2170212765957447,0.20851063829787234,0.2127659574468085,0.2127659574468085,0.2127659574468085,0.20425531914893616,0.20425531914893616,0.2,0.2,0.20425531914893616,0.20425531914893616,0.20425531914893616,0.2,0.20425531914893616,0.20425531914893616,0.2,0.2,0.2,0.2,0.20851063829787234,0.2170212765957447,0.20851063829787234,0.19574468085106383,0.2,0.20851063829787234,0.20425531914893616,0.2170212765957447,0.20851063829787234,0.20851063829787234,0.2,0.2,0.20851063829787234,0.2127659574468085,0.20425531914893616,0.20425531914893616,0.20425531914893616,0.21418439716312054
Business Ethics (Avg: 0.211),0.21,0.2,0.21,0.23,0.23,0.2,0.2,0.22,0.23,0.24,0.18,0.23,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21106666666666668
Miscellaneous (Avg: 0.205),0.20689655172413793,0.20434227330779056,0.21455938697318008,0.22094508301404853,0.21328224776500637,0.21455938697318008,0.2120051085568327,0.1979565772669221,0.210727969348659,0.20689655172413793,0.20689655172413793,0.20178799489144317,0.20434227330779056,0.20434227330779056,0.20945083014048532,0.2081736909323116,0.20561941251596424,0.20306513409961685,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20561941251596424,0.20561941251596424,0.20306513409961685,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20561941251596424,0.20561941251596424,0.20561941251596424,0.20434227330779056,0.20561941251596424,0.20178799489144317,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20178799489144317,0.20561941251596424,0.20434227330779056,0.20306513409961685,0.20434227330779056,0.20561941251596424,0.20434227330779056,0.20306513409961685,0.20306513409961685,0.20434227330779056,0.20434227330779056,0.20689655172413793,0.20178799489144317,0.20689655172413793,0.20434227330779056,0.20306513409961685,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20434227330779056,0.20306513409961685,0.20306513409961685,0.20434227330779056,0.20306513409961685,0.20434227330779056,0.20434227330779056,0.20306513409961685,0.20434227330779056,0.20519369944657304
Marketing (Avg: 0.205),0.2264957264957265,0.21367521367521367,0.21794871794871795,0.23076923076923078,0.24786324786324787,0.25213675213675213,0.23931623931623933,0.23931623931623933,0.23931623931623933,0.23504273504273504,0.23076923076923078,0.25213675213675213,0.23931623931623933,0.23931623931623933,0.2222222222222222,0.19658119658119658,0.19658119658119658,0.20512820512820512,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.19658119658119658,0.20085470085470086,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.20085470085470086,0.20085470085470086,0.19658119658119658,0.20085470085470086,0.20085470085470086,0.20085470085470086,0.20085470085470086,0.19658119658119658,0.20085470085470086,0.20085470085470086,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.19658119658119658,0.2051851851851851
Abstract Algebra (Avg: 0.204),0.2,0.18,0.23,0.24,0.17,0.19,0.19,0.18,0.16,0.17,0.17,0.18,0.16,0.17,0.16,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.20440000000000003
Virology (Avg: 0.203),0.24096385542168675,0.21084337349397592,0.26506024096385544,0.24096385542168675,0.25301204819277107,0.2891566265060241,0.25301204819277107,0.24096385542168675,0.2289156626506024,0.26506024096385544,0.22289156626506024,0.21686746987951808,0.20481927710843373,0.19879518072289157,0.19879518072289157,0.21084337349397592,0.20481927710843373,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.18674698795180722,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.19879518072289157,0.19879518072289157,0.19879518072289157,0.19879518072289157,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.19879518072289157,0.19879518072289157,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.19879518072289157,0.1927710843373494,0.19879518072289157,0.1927710843373494,0.1927710843373494,0.1927710843373494,0.20257028112449801
High School World History (Avg: 0.201),0.19831223628691982,0.20253164556962025,0.1940928270042194,0.189873417721519,0.189873417721519,0.18565400843881857,0.19831223628691982,0.20253164556962025,0.1940928270042194,0.189873417721519,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.2014627285513361
High School Computer Science (Avg: 0.193),0.18,0.19,0.22,0.19,0.2,0.23,0.21,0.19,0.19,0.21,0.21,0.18,0.22,0.18,0.19,0.19,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19266666666666662
World Religions (Avg: 0.185),0.19883040935672514,0.1871345029239766,0.21637426900584794,0.21637426900584794,0.22807017543859648,0.22807017543859648,0.22807017543859648,0.2222222222222222,0.21052631578947367,0.26900584795321636,0.21637426900584794,0.21052631578947367,0.21052631578947367,0.2046783625730994,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.18128654970760233,0.17543859649122806,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.18128654970760233,0.18128654970760233,0.17543859649122806,0.18128654970760233,0.18128654970760233,0.18128654970760233,0.18128654970760233,0.18128654970760233,0.17543859649122806,0.18128654970760233,0.18128654970760233,0.18128654970760233,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.1871345029239766,0.17543859649122806,0.17543859649122806,0.18128654970760233,0.17543859649122806,0.18128654970760233,0.18128654970760233,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.18502923976608188
Computer Security (Avg: 0.183),0.17,0.19,0.18,0.17,0.16,0.17,0.17,0.22,0.2,0.17,0.18,0.2,0.16,0.18,0.17,0.19,0.2,0.2,0.19,0.18,0.18,0.2,0.2,0.19,0.18,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.2,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.18,0.19,0.18,0.17,0.18,0.2,0.18,0.2,0.19,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.19,0.18,0.18,0.18,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.18319999999999995
Global Facts (Avg: 0.173),0.16,0.16,0.13,0.14,0.12,0.13,0.15,0.13,0.16,0.13,0.17,0.16,0.15,0.13,0.14,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.1726666666666666
Machine Learning (Avg: 0.169),0.20535714285714285,0.17857142857142858,0.25,0.23214285714285715,0.19642857142857142,0.21428571428571427,0.21428571428571427,0.1875,0.1875,0.19642857142857142,0.19642857142857142,0.1875,0.17857142857142858,0.16964285714285715,0.17857142857142858,0.16071428571428573,0.16071428571428573,0.15178571428571427,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16964285714285715,0.16071428571428573,0.16964285714285715,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16964285714285715,0.16071428571428573,0.17857142857142858,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16869047619047622
International Law (Avg: 0.142),0.15702479338842976,0.1322314049586777,0.1652892561983471,0.17355371900826447,0.14049586776859505,0.1652892561983471,0.15702479338842976,0.15702479338842976,0.1322314049586777,0.15702479338842976,0.1487603305785124,0.1487603305785124,0.14049586776859505,0.1322314049586777,0.12396694214876033,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14049586776859505,0.14214876033057847
Human Aging (Avg: 0.120),0.1210762331838565,0.13004484304932734,0.2062780269058296,0.19282511210762332,0.17488789237668162,0.17937219730941703,0.17937219730941703,0.16591928251121077,0.14349775784753363,0.16591928251121077,0.16591928251121077,0.14349775784753363,0.17488789237668162,0.16143497757847533,0.15695067264573992,0.11659192825112108,0.11659192825112108,0.11210762331838565,0.11210762331838565,0.10762331838565023,0.10762331838565023,0.11659192825112108,0.11210762331838565,0.11210762331838565,0.11210762331838565,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.11210762331838565,0.09865470852017937,0.09865470852017937,0.11659192825112108,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.1031390134529148,0.10762331838565023,0.1031390134529148,0.10762331838565023,0.11659192825112108,0.11210762331838565,0.11659192825112108,0.1031390134529148,0.11210762331838565,0.11210762331838565,0.10762331838565023,0.10762331838565023,0.11210762331838565,0.11210762331838565,0.11210762331838565,0.11210762331838565,0.09417040358744394,0.11210762331838565,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.10762331838565023,0.11988041853512704
